Loc,DateOfMonth,Weekday,Hour,NoOfBookings
8,22,1,22,150774
8,22,1,23,151004
8,23,2,0,151108
8,23,2,1,151148
8,23,2,2,151184
8,23,2,3,151213
8,23,2,4,151249
8,23,2,5,151319
8,23,2,6,151457
8,23,2,7,151719
8,23,2,8,152098
8,23,2,9,152443
8,23,2,10,152658
8,23,2,11,152889
8,23,2,12,153113
8,23,2,13,153353
8,23,2,14,153632
8,23,2,15,154028
8,23,2,16,154500
8,23,2,17,155063
8,23,2,18,155647
8,23,2,19,156196
8,23,2,20,156754
8,23,2,21,157374
8,23,2,22,157890
8,23,2,23,158223
8,24,3,0,158396
8,24,3,1,158478
8,24,3,2,158528
8,24,3,3,158561
8,24,3,4,158616
8,24,3,5,158701
8,24,3,6,158830
8,24,3,7,159110
8,24,3,8,159465
8,24,3,9,159797
8,24,3,10,160044
8,24,3,11,160266
8,24,3,12,160494
8,24,3,13,160732
8,24,3,14,161016
8,24,3,15,161411
8,24,3,16,161909
8,24,3,17,162497
8,24,3,18,163170
8,24,3,19,163830
8,24,3,20,164474
8,24,3,21,165128
8,24,3,22,165807
8,24,3,23,166328
8,25,4,0,166628
8,25,4,1,166771
8,25,4,2,166850
8,25,4,3,166912
8,25,4,4,166984
8,25,4,5,167070
8,25,4,6,167198
8,25,4,7,167465
8,25,4,8,167839
8,25,4,9,168160
9,25,4,10,168389
9,25,4,11,168609
9,25,4,12,168858
9,25,4,13,169128
9,25,4,14,169455
9,25,4,15,169875
9,25,4,16,170425
9,25,4,17,171070
9,25,4,18,171729
9,25,4,19,172453
9,25,4,20,173061
9,25,4,21,173590
9,25,4,22,174397
9,25,4,23,175246
9,26,5,0,175984
9,26,5,1,176411
9,26,5,2,176866
9,26,5,3,177185
9,26,5,4,177345
9,26,5,5,177440
9,26,5,6,177519
9,26,5,7,177612
9,26,5,8,177745
9,26,5,9,177871
9,26,5,10,178050
9,26,5,11,178242
9,26,5,12,178468
9,26,5,13,178725
9,26,5,14,179037
9,26,5,15,179367
9,26,5,16,179865
9,26,5,17,180537
9,26,5,18,181267
9,26,5,19,182000
9,26,5,20,182687
9,26,5,21,183302
9,26,5,22,184045
9,26,5,23,184795
9,27,6,0,185452
9,27,6,1,186023
9,27,6,2,186401
9,27,6,3,186582
9,27,6,4,186698
9,27,6,5,186775
9,27,6,6,186843
9,27,6,7,186913
9,27,6,8,187001
9,27,6,9,187104
9,27,6,10,187255
9,27,6,11,187445
9,27,6,12,187682
9,27,6,13,187940
9,27,6,14,188243
9,27,6,15,188567
9,27,6,16,188965
9,27,6,17,189370
9,27,6,18,189757
9,27,6,19,190027
9,27,6,20,190285
9,27,6,21,190536
9,27,6,22,190768
9,27,6,23,190935
9,28,0,0,191047
9,28,0,1,191110
9,28,0,2,191143
9,28,0,3,191176
9,28,0,4,191224
9,28,0,5,191323
9,28,0,6,191466
9,28,0,7,191737
9,28,0,8,192063
9,28,0,9,192374
9,28,0,10,192583
9,28,0,11,192798
9,28,0,12,193007
9,28,0,13,193202
9,28,0,14,193448
9,28,0,15,193795
9,28,0,16,194162
9,28,0,17,194611
9,28,0,18,195139
9,28,0,19,195531
9,28,0,20,195868
9,28,0,21,196223
9,28,0,22,196504
9,28,0,23,196683
9,29,1,0,196800
9,29,1,1,196859
9,29,1,2,196893
9,29,1,3,196916
9,29,1,4,196964
9,29,1,5,197033
9,29,1,6,197167
9,29,1,7,197485
9,29,1,8,197911
9,29,1,9,198270
9,29,1,10,198514
9,29,1,11,198740
9,29,1,12,198977
9,29,1,13,199217
9,29,1,14,199587
9,29,1,15,200109
9,29,1,16,200749
9,29,1,17,201475
9,29,1,18,202297
9,29,1,19,203036
9,29,1,20,203682
9,29,1,21,204297
9,29,1,22,204854
9,29,1,23,205145
9,30,2,0,205315
9,30,2,1,205404
9,30,2,2,205455
9,30,2,3,205496
9,30,2,4,205559
9,30,2,5,205651
9,30,2,6,205862
9,30,2,7,206285
9,30,2,8,206814
9,30,2,9,207394
9,30,2,10,207898
9,30,2,11,208419
9,30,2,12,208934
9,30,2,13,209462
9,30,2,14,210098
9,30,2,15,210804
9,30,2,16,211717
9,30,2,17,212700
9,30,2,18,213734
9,30,2,19,214873
9,30,2,20,215916
9,30,2,21,216943
9,30,2,22,217785
9,30,2,23,218470
9,1,1,0,218799
9,1,1,1,218828
9,1,1,2,218846
9,1,1,3,218855
9,1,1,4,218873
9,1,1,5,218906
9,1,1,6,218973
9,1,1,7,219156
9,1,1,8,219397
9,1,1,9,219599
9,1,1,10,219713
9,1,1,11,219817
9,1,1,12,219932
9,1,1,13,220027
9,1,1,14,220145
9,1,1,15,220319
9,1,1,16,220539
9,1,1,17,220777
9,1,1,18,221074
9,1,1,19,221312
9,1,1,20,221514
9,1,1,21,221637
9,1,1,22,221830
9,1,1,23,221945
9,2,2,0,222018
9,2,2,1,222052
9,2,2,2,222071
9,2,2,3,222085
9,2,2,4,222108
10,2,2,5,222146
10,2,2,6,222216
10,2,2,7,222389
10,2,2,8,222640
10,2,2,9,222840
10,2,2,10,222981
10,2,2,11,223126
10,2,2,12,223271
10,2,2,13,223399
10,2,2,14,223555
10,2,2,15,223739
10,2,2,16,223973
10,2,2,17,224262
10,2,2,18,224612
10,2,2,19,224869
10,2,2,20,225102
10,2,2,21,225345
10,2,2,22,225555
10,2,2,23,225708
10,3,3,0,225770
10,3,3,1,225807
10,3,3,2,225830
10,3,3,3,225841
10,3,3,4,225860
10,3,3,5,225896
10,3,3,6,225954
10,3,3,7,226124
10,3,3,8,226334
10,3,3,9,226519
10,3,3,10,226640
10,3,3,11,226760
10,3,3,12,226874
10,3,3,13,226995
10,3,3,14,227148
10,3,3,15,227342
10,3,3,16,227614
10,3,3,17,227878
10,3,3,18,228212
10,3,3,19,228523
10,3,3,20,228808
10,3,3,21,229155
10,3,3,22,229513
10,3,3,23,229873
10,4,4,0,230024
10,4,4,1,230084
10,4,4,2,230114
10,4,4,3,230129
10,4,4,4,230163
10,4,4,5,230206
10,4,4,6,230278
10,4,4,7,230447
10,4,4,8,230685
10,4,4,9,230902
10,4,4,10,231070
10,4,4,11,231231
10,4,4,12,231374
10,4,4,13,231560
10,4,4,14,231775
10,4,4,15,232015
10,4,4,16,232333
10,4,4,17,232745
10,4,4,18,233197
10,4,4,19,233694
10,4,4,20,234112
10,4,4,21,234397
10,4,4,22,234786
10,4,4,23,235146
10,5,5,0,235411
10,5,5,1,235537
10,5,5,2,235614
10,5,5,3,235648
10,5,5,4,235681
10,5,5,5,235696
10,5,5,6,235716
10,5,5,7,235753
10,5,5,8,235799
10,5,5,9,235867
10,5,5,10,235958
10,5,5,11,236063
10,5,5,12,236166
10,5,5,13,236302
10,5,5,14,236436
10,5,5,15,236575
10,5,5,16,236784
10,5,5,17,237036
10,5,5,18,237304
10,5,5,19,237593
10,5,5,20,237877
10,5,5,21,238122
10,5,5,22,238412
10,5,5,23,238770
10,6,6,0,239102
10,6,6,1,239379
10,6,6,2,239551
10,6,6,3,239649
10,6,6,4,239708
10,6,6,5,239742
10,6,6,6,239768
10,6,6,7,239800
10,6,6,8,239845
10,6,6,9,239906
10,6,6,10,240010
10,6,6,11,240140
10,6,6,12,240274
10,6,6,13,240422
10,6,6,14,240583
10,6,6,15,240733
10,6,6,16,240906
10,6,6,17,241083
10,6,6,18,241233
10,6,6,19,241390
10,6,6,20,241500
10,6,6,21,241598
10,6,6,22,241711
10,6,6,23,241802
10,7,0,0,241849
10,7,0,1,241868
10,7,0,2,241885
10,7,0,3,241898
10,7,0,4,241928
10,7,0,5,241976
10,7,0,6,242044
10,7,0,7,242226
10,7,0,8,242445
10,7,0,9,242619
10,7,0,10,242756
10,7,0,11,242862
10,7,0,12,242959
10,7,0,13,243063
10,7,0,14,243175
10,7,0,15,243344
10,7,0,16,243553
10,7,0,17,243932
10,7,0,18,244416
10,7,0,19,244859
10,7,0,20,245268
10,7,0,21,245488
10,7,0,22,245691
10,7,0,23,245815
10,8,1,0,245858
10,8,1,1,245895
10,8,1,2,245906
10,8,1,3,245920
10,8,1,4,245950
10,8,1,5,245983
10,8,1,6,246059
10,8,1,7,246267
10,8,1,8,246521
10,8,1,9,246740
10,8,1,10,246887
10,8,1,11,246995
10,8,1,12,247114
10,8,1,13,247216
10,8,1,14,247336
10,8,1,15,247475
10,8,1,16,247675
10,8,1,17,247940
10,8,1,18,248206
10,8,1,19,248424
10,8,1,20,248613
10,8,1,21,248833
10,8,1,22,249025
10,8,1,23,249141
10,9,2,0,249203
11,9,2,1,249226
11,9,2,2,249248
11,9,2,3,249263
11,9,2,4,249293
11,9,2,5,249333
11,9,2,6,249407
11,9,2,7,249577
1,9,2,8,249788
11,9,2,9,249977
11,9,2,10,250097
11,9,2,11,250231
11,9,2,12,250353
11,9,2,13,250468
11,9,2,14,250613
11,9,2,15,250783
11,9,2,16,251000
11,9,2,17,251261
11,9,2,18,251562
11,9,2,19,251806
11,9,2,20,252042
11,9,2,21,252253
11,9,2,22,252437
11,9,2,23,252580
11,10,3,0,252642
11,10,3,1,252673
11,10,3,2,252695
11,10,3,3,252706
11,10,3,4,252729
11,10,3,5,252769
11,10,3,6,252836
11,10,3,7,253008
11,10,3,8,253187
12,10,3,9,253355
12,10,3,10,253501
11,10,3,11,253614
11,10,3,12,253749
11,10,3,13,253891
11,10,3,14,254049
11,10,3,15,254260
11,10,3,16,254531
11,10,3,17,254822
11,10,3,18,255172
11,10,3,19,255456
11,10,3,20,255703
11,10,3,21,255992
11,10,3,22,256284
11,10,3,23,256487
11,11,4,0,256616
11,11,4,1,256657
11,11,4,2,256688
11,11,4,3,256706
11,11,4,4,256732
11,11,4,5,256771
11,11,4,6,256844
11,11,4,7,257006
11,11,4,8,257249
11,11,4,9,257450
11,11,4,10,257575
11,11,4,11,257733
11,11,4,12,257881
11,11,4,13,258045
11,11,4,14,258243
11,11,4,15,258425
11,11,4,16,258701
11,11,4,17,258995
11,11,4,18,259302
11,11,4,19,259583
11,11,4,20,259830
11,11,4,21,260044
11,11,4,22,260257
11,11,4,23,260503
11,12,5,0,260691
11,12,5,1,260802
11,12,5,2,260870
11,12,5,3,260916
11,12,5,4,260944
11,12,5,5,260976
11,12,5,6,261005
11,12,5,7,261046
11,12,5,8,261092
11,12,5,9,261157
11,12,5,10,261239
11,12,5,11,261349
11,12,5,12,261471
11,12,5,13,261596
11,12,5,14,261714
11,12,5,15,261853
11,12,5,16,262061
11,12,5,17,262296
11,12,5,18,262530
11,12,5,19,262800
11,12,5,20,263028
11,12,5,21,263217
11,12,5,22,263451
11,12,5,23,263733
11,13,6,0,263993
11,13,6,1,264183
11,13,6,2,264298
11,13,6,3,264357
11,13,6,4,264406
11,13,6,5,264435
11,13,6,6,264460
11,13,6,7,264496
11,13,6,8,264545
11,13,6,9,264615
11,13,6,10,264710
11,13,6,11,264818
11,13,6,12,264950
11,13,6,13,265089
12,13,6,14,265234
12,13,6,15,265385
12,13,6,16,265559
12,13,6,17,265734
12,13,6,18,265868
12,13,6,19,265977
12,13,6,20,266059
12,13,6,21,266134
12,13,6,22,266208
12,13,6,23,266265
12,14,0,0,266309
12,14,0,1,266332
12,14,0,2,266342
12,14,0,3,266349
12,14,0,4,266369
12,14,0,5,266401
12,14,0,6,266476
12,14,0,7,266617
12,14,0,8,266795
12,14,0,9,266941
12,14,0,10,267054
12,14,0,11,267142
12,14,0,12,267244
12,14,0,13,267344
12,14,0,14,267452
12,14,0,15,267587
12,14,0,16,267773
12,14,0,17,267980
12,14,0,18,268178
12,14,0,19,268312
12,14,0,20,268421
12,14,0,21,268529
12,14,0,22,268636
12,14,0,23,268726
12,15,1,0,268769
12,15,1,1,268794
12,15,1,2,268812
12,15,1,3,268828
12,15,1,4,268854
12,15,1,5,268886
12,15,1,6,268946
12,15,1,7,269064
12,15,1,8,269287
12,15,1,9,269485
12,15,1,10,269621
12,15,1,11,269776
12,15,1,12,269938
12,15,1,13,270082
12,15,1,14,270239
12,15,1,15,270397
12,15,1,16,270589
12,15,1,17,270900
12,15,1,18,271240
12,15,1,19,271575
12,15,1,20,271897
12,15,1,21,272237
12,15,1,22,272578
12,15,1,23,272793
12,16,2,0,272904
12,16,2,1,272938
12,16,2,2,272960
12,16,2,3,272974
12,16,2,4,273003
12,16,2,5,273040
12,16,2,6,273099
12,16,2,7,273243
12,16,2,8,273436
12,16,2,9,273621
12,16,2,10,273760
12,16,2,11,273873
12,16,2,12,273995
12,16,2,13,274102
12,16,2,14,274221
12,16,2,15,274375
12,16,2,16,274620
12,16,2,17,274905
12,16,2,18,275226
12,16,2,19,275473
12,16,2,20,275687
12,16,2,21,275931
12,16,2,22,276156
12,16,2,23,276312
12,17,3,0,276404
12,17,3,1,276442
12,17,3,2,276462
12,17,3,3,276479
12,17,3,4,276503
12,17,3,5,276549
12,17,3,6,276622
12,17,3,7,276777
12,17,3,8,276998
12,17,3,9,277180
12,17,3,10,277310
12,17,3,11,277437
12,17,3,12,277576
12,17,3,13,277731
12,17,3,14,277891
12,17,3,15,278069
12,17,3,16,278302
12,17,3,17,278585
12,17,3,18,278864
12,17,3,19,279148
12,17,3,20,279438
12,17,3,21,279717
12,17,3,22,280019
12,17,3,23,280264
12,18,4,0,280417
12,18,4,1,280500
12,18,4,2,280533
12,18,4,3,280554
12,18,4,4,280599
12,18,4,5,280645
12,18,4,6,280709
12,18,4,7,280779
12,18,4,8,280906
12,18,4,9,281055
12,18,4,10,281183
12,18,4,11,281301
12,18,4,12,281425
12,18,4,13,281547
12,18,4,14,281695
12,18,4,15,281877
12,18,4,16,282080
12,18,4,17,282309
12,18,4,18,282501
12,18,4,19,282744
12,18,4,20,282915
12,18,4,21,283089
12,18,4,22,283296
12,18,4,23,283542
12,19,5,0,283745
12,19,5,1,283860
12,19,5,2,283931
12,19,5,3,283989
12,19,5,4,284026
12,19,5,5,284051
12,19,5,6,284078
12,19,5,7,284111
12,19,5,8,284156
12,19,5,9,284211
12,19,5,10,284283
12,19,5,11,284381
12,19,5,12,284491
12,19,5,13,284610
12,19,5,14,284735
12,19,5,15,284860
12,19,5,16,285027
12,19,5,17,285208
12,19,5,18,285391
12,19,5,19,285567
12,19,5,20,285741
12,19,5,21,285886
12,19,5,22,286059
12,19,5,23,286249
12,20,6,0,286390
12,20,6,1,286477
12,20,6,2,286572
12,20,6,3,286623
12,20,6,4,286652
12,20,6,5,286678
12,20,6,6,286696
12,20,6,7,286713
12,20,6,8,286745
12,20,6,9,286801
12,20,6,10,286877
12,20,6,11,286968
12,20,6,12,287079
12,20,6,13,287219
12,20,6,14,287347
12,20,6,15,287455
12,20,6,16,287582
12,20,6,17,287710
12,20,6,18,287819
12,20,6,19,287936
12,20,6,20,288049
12,20,6,21,288156
12,20,6,22,288266
12,20,6,23,288333
12,21,0,0,288375
12,21,0,1,288396
12,21,0,2,288409
12,21,0,3,288415
12,21,0,4,288437
12,21,0,5,288486
12,21,0,6,288550
12,21,0,7,288679
12,21,0,8,288858
12,21,0,9,288993
12,21,0,10,289096
12,21,0,11,289173
12,21,0,12,289252
12,21,0,13,289350
12,21,0,14,289450
12,21,0,15,289586
12,21,0,16,289735
12,21,0,17,289898
12,21,0,18,290081
12,21,0,19,290230
12,21,0,20,290368
12,21,0,21,290500
12,21,0,22,290615
12,21,0,23,290677
12,22,1,0,290729
12,22,1,1,290754
12,22,1,2,290765
12,22,1,3,290770
12,22,1,4,290787
12,22,1,5,290820
12,22,1,6,290873
12,22,1,7,290995
12,22,1,8,291182
12,22,1,9,291345
12,22,1,10,291428
12,22,1,11,291545
12,22,1,12,291643
12,22,1,13,291729
12,22,1,14,291838
12,22,1,15,291992
12,22,1,16,292244
12,22,1,17,292556
13,22,1,18,292865
13,22,1,19,293105
13,22,1,20,293302
13,22,1,21,293515
13,22,1,22,293687
13,22,1,23,293794
13,23,2,0,293844
13,23,2,1,293868
13,23,2,2,293886
13,23,2,3,293894
13,23,2,4,293907
13,23,2,5,293945
13,23,2,6,294004
13,23,2,7,294152
13,23,2,8,294365
13,23,2,9,294523
13,23,2,10,294638
13,23,2,11,294770
13,23,2,12,294910
13,23,2,13,295047
13,23,2,14,295210
13,23,2,15,295377
13,23,2,16,295609
13,23,2,17,295877
13,23,2,18,296213
13,23,2,19,296505
13,23,2,20,296772
13,23,2,21,297082
13,23,2,22,297349
13,23,2,23,297528
13,24,3,0,297615
13,24,3,1,297652
13,24,3,2,297680
13,24,3,3,297703
13,24,3,4,297736
13,24,3,5,297780
13,24,3,6,297855
13,24,3,7,298018
13,24,3,8,298252
13,24,3,9,298467
13,24,3,10,298613
13,24,3,11,298732
13,24,3,12,298852
13,24,3,13,298981
13,24,3,14,299160
13,24,3,15,299377
13,24,3,16,299643
13,24,3,17,299964
13,24,3,18,300313
13,24,3,19,300614
13,24,3,20,300900
13,24,3,21,301222
13,24,3,22,301559
13,24,3,23,301864
13,25,4,0,301990
13,25,4,1,302051
13,25,4,2,302082
13,25,4,3,302108
13,25,4,4,302144
13,25,4,5,302196
13,25,4,6,302262
13,25,4,7,302423
13,25,4,8,302639
13,25,4,9,302827
13,25,4,10,302974
13,25,4,11,303109
13,25,4,12,303243
13,25,4,13,303400
13,25,4,14,303565
13,25,4,15,303772
13,25,4,16,303997
13,25,4,17,304300
13,25,4,18,304614
13,25,4,19,304944
13,25,4,20,305210
13,25,4,21,305478
13,25,4,22,305813
13,25,4,23,306159
13,26,5,0,306495
13,26,5,1,306638
13,26,5,2,306813
13,26,5,3,306939
13,26,5,4,307006
13,26,5,5,307042
13,26,5,6,307069
13,26,5,7,307122
13,26,5,8,307182
13,26,5,9,307249
13,26,5,10,307345
13,26,5,11,307471
13,26,5,12,307594
13,26,5,13,307723
13,26,5,14,307848
13,26,5,15,308015
13,26,5,16,308244
13,26,5,17,308551
13,26,5,18,308879
13,26,5,19,309185
13,26,5,20,309495
13,26,5,21,309742
13,26,5,22,310063
13,26,5,23,310387
13,27,6,0,310679
13,27,6,1,310897
13,27,6,2,311049
13,27,6,3,311138
13,27,6,4,311200
13,27,6,5,311233
13,27,6,6,311263
13,27,6,7,311292
13,27,6,8,311330
13,27,6,9,311395
13,27,6,10,311483
13,27,6,11,311588
13,27,6,12,311705
13,27,6,13,311838
13,27,6,14,311991
13,27,6,15,312149
13,27,6,16,312337
13,27,6,17,312548
13,27,6,18,312727
13,27,6,19,312859
13,27,6,20,312980
13,27,6,21,313088
13,27,6,22,313200
13,27,6,23,313288
13,28,0,0,313339
13,28,0,1,313372
13,28,0,2,313388
13,28,0,3,313401
13,28,0,4,313436
13,28,0,5,313485
13,28,0,6,313570
13,28,0,7,313687
13,28,0,8,313875
13,28,0,9,314038
13,28,0,10,314163
13,28,0,11,314278
13,28,0,12,314375
13,28,0,13,314478
13,28,0,14,314588
13,28,0,15,314722
13,28,0,16,314884
13,28,0,17,315084
13,28,0,18,315315
13,28,0,19,315476
13,28,0,20,315630
13,28,0,21,315796
13,28,0,22,315933
13,28,0,23,316007
13,29,1,0,316053
13,29,1,1,316074
13,29,1,2,316089
13,29,1,3,316099
13,29,1,4,316113
13,29,1,5,316151
13,29,1,6,316220
13,29,1,7,316391
13,29,1,8,316638
13,29,1,9,316843
13,29,1,10,316951
13,29,1,11,317075
13,29,1,12,317181
13,29,1,13,317297
13,29,1,14,317452
13,29,1,15,317666
13,29,1,16,317966
13,29,1,17,318319
13,29,1,18,318724
13,29,1,19,319049
13,29,1,20,319352
13,29,1,21,319659
13,29,1,22,319930
13,29,1,23,320068
13,30,2,0,320152
13,30,2,1,320185
13,30,2,2,320211
13,30,2,3,320232
13,30,2,4,320258
13,30,2,5,320306
13,30,2,6,320433
13,30,2,7,320638
13,30,2,8,320923
13,30,2,9,321238
13,30,2,10,321477
13,30,2,11,321744
13,30,2,12,322002
13,30,2,13,322278
13,30,2,14,322568
13,30,2,15,322906
13,30,2,16,323325
13,30,2,17,323803
13,30,2,18,324321
13,30,2,19,324894
13,30,2,20,325432
13,30,2,21,325928
13,30,2,22,326347
13,30,2,23,326655
13,1,1,0,326800
13,1,1,1,326860
13,1,1,2,326882
13,1,1,3,326906
13,1,1,4,326952
13,1,1,5,327025
13,1,1,6,327171
13,1,1,7,327477
13,1,1,8,327923
13,1,1,9,328264
13,1,1,10,328503
13,1,1,11,328705
13,1,1,12,328913
13,1,1,13,329103
13,1,1,14,329360
13,1,1,15,329659
13,1,1,16,330085
13,1,1,17,330600
13,1,1,18,331115
13,1,1,19,331599
13,1,1,20,332050
13,1,1,21,332292
13,1,1,22,332675
13,1,1,23,332904
13,2,2,0,333055
13,2,2,1,333135
13,2,2,2,333166
13,2,2,3,333191
13,2,2,4,333224
13,2,2,5,333304
13,2,2,6,333461
13,2,2,7,333795
13,2,2,8,334263
13,2,2,9,334664
13,2,2,10,334933
13,2,2,11,335207
13,2,2,12,335531
13,2,2,13,335804
13,2,2,14,336110
13,2,2,15,336472
13,2,2,16,336969
13,2,2,17,337537
13,2,2,18,338200
13,2,2,19,338746
13,2,2,20,339211
13,2,2,21,339723
13,2,2,22,340133
13,2,2,23,340405
13,3,3,0,340570
13,3,3,1,340658
13,3,3,2,340703
13,3,3,3,340740
13,3,3,4,340808
13,3,3,5,340905
13,3,3,6,341075
13,3,3,7,341399
13,3,3,8,341844
13,3,3,9,342218
13,3,3,10,342478
13,3,3,11,342727
13,3,3,12,342965
13,3,3,13,343227
13,3,3,14,343552
13,3,3,15,343971
13,3,3,16,344519
13,3,3,17,345154
13,3,3,18,345867
13,3,3,19,346595
13,3,3,20,347201
13,3,3,21,347867
13,3,3,22,348629
13,3,3,23,349279
13,4,4,0,349631
13,4,4,1,349794
13,4,4,2,349881
13,4,4,3,349941
13,4,4,4,350011
13,4,4,5,350125
13,4,4,6,350318
13,4,4,7,350694
13,4,4,8,351252
13,4,4,9,351757
13,4,4,10,352106
13,4,4,11,352442
13,4,4,12,352812
13,4,4,13,353158
13,4,4,14,353546
13,4,4,15,354057
13,4,4,16,354704
13,4,4,17,355512
13,4,4,18,356511
13,4,4,19,357601
13,4,4,20,358547
13,4,4,21,359222
13,4,4,22,360058
13,4,4,23,360903
13,5,5,0,361496
13,5,5,1,361826
13,5,5,2,362020
13,5,5,3,362122
13,5,5,4,362208
13,5,5,5,362294
13,5,5,6,362380
13,5,5,7,362472
13,5,5,8,362605
13,5,5,9,362754
13,5,5,10,362950
13,5,5,11,363193
13,5,5,12,363430
13,5,5,13,363710
13,5,5,14,363974
13,5,5,15,364277
13,5,5,16,364735
13,5,5,17,365306
13,5,5,18,365939
13,5,5,19,366638
13,5,5,20,367255
13,5,5,21,367852
13,5,5,22,368577
13,5,5,23,369374
13,6,6,0,370136
13,6,6,1,370812
13,6,6,2,371239
13,6,6,3,371476
13,6,6,4,371623
13,6,6,5,371711
13,6,6,6,371799
13,6,6,7,371876
13,6,6,8,371976
13,6,6,9,372110
13,6,6,10,372297
13,6,6,11,372533
13,6,6,12,372771
13,6,6,13,372994
13,6,6,14,373266
13,6,6,15,373557
13,6,6,16,373917
13,6,6,17,374250
13,6,6,18,374605
13,6,6,19,374939
13,6,6,20,375216
13,6,6,21,375438
13,6,6,22,375684
13,6,6,23,375850
13,7,0,0,375976
13,7,0,1,376027
13,7,0,2,376052
13,7,0,3,376076
13,7,0,4,376149
13,7,0,5,376290
13,7,0,6,376467
13,7,0,7,376835
13,7,0,8,377297
13,7,0,9,377670
13,7,0,10,377914
13,7,0,11,378123
13,7,0,12,378327
13,7,0,13,378522
13,7,0,14,378772
13,7,0,15,379140
13,7,0,16,379605
13,7,0,17,380355
13,7,0,18,381299
13,7,0,19,382227
13,7,0,20,383115
13,7,0,21,383641
13,7,0,22,384114
13,7,0,23,384398
13,8,1,0,384513
13,8,1,1,384605
13,8,1,2,384648
13,8,1,3,384675
13,8,1,4,384728
13,8,1,5,384825
13,8,1,6,385033
13,8,1,7,385413
13,8,1,8,385901
13,8,1,9,386354
13,8,1,10,386611
13,8,1,11,386817
13,8,1,12,387048
13,8,1,13,387272
13,8,1,14,387506
13,8,1,15,387812
13,8,1,16,388200
13,8,1,17,388666
13,8,1,18,389229
13,8,1,19,389664
13,8,1,20,390036
13,8,1,21,390498
13,8,1,22,390882
13,8,1,23,391145
13,9,2,0,391276
13,9,2,1,391352
13,9,2,2,391403
13,9,2,3,391433
13,9,2,4,391497
13,9,2,5,391582
13,9,2,6,391734
13,9,2,7,392088
13,9,2,8,392533
13,9,2,9,392881
13,9,2,10,393115
13,9,2,11,393324
13,9,2,12,393560
13,9,2,13,393782
13,9,2,14,394066
13,9,2,15,394428
13,9,2,16,394892
13,9,2,17,395404
13,9,2,18,396013
13,9,2,19,396526
13,9,2,20,397023
13,9,2,21,397441
13,9,2,22,397890
13,9,2,23,398199
13,10,3,0,398376
13,10,3,1,398452
13,10,3,2,398504
13,10,3,3,398535
13,10,3,4,398604
13,10,3,5,398708
13,10,3,6,398860
13,10,3,7,399201
13,10,3,8,399636
13,10,3,9,399971
13,10,3,10,400231
13,10,3,11,400453
14,10,3,12,400705
14,10,3,13,400936
14,10,3,14,401283
14,10,3,15,401700
14,10,3,16,402234
14,10,3,17,402875
14,10,3,18,403606
14,10,3,19,404256
14,10,3,20,404807
14,10,3,21,405427
14,10,3,22,406065
14,10,3,23,406499
14,11,4,0,406736
14,11,4,1,406863
14,11,4,2,406934
14,11,4,3,406986
14,11,4,4,407075
14,11,4,5,407182
14,11,4,6,407338
14,11,4,7,407667
14,11,4,8,408098
14,11,4,9,408493
14,11,4,10,408753
14,11,4,11,409012
14,11,4,12,409291
14,11,4,13,409564
14,11,4,14,409905
14,11,4,15,410234
14,11,4,16,410757
14,11,4,17,411340
14,11,4,18,412009
14,11,4,19,412641
14,11,4,20,413228
14,11,4,21,413705
14,11,4,22,414194
14,11,4,23,414746
14,12,5,0,415188
14,12,5,1,415480
14,12,5,2,415682
14,12,5,3,415790
14,12,5,4,415863
14,12,5,5,415922
14,12,5,6,416002
14,12,5,7,416076
14,12,5,8,416189
14,12,5,9,416350
14,12,5,10,416523
14,12,5,11,416734
14,12,5,12,416963
14,12,5,13,417204
14,12,5,14,417456
14,12,5,15,417724
14,12,5,16,418163
14,12,5,17,418672
14,12,5,18,419178
14,12,5,19,419875
14,12,5,20,420418
14,12,5,21,420847
14,12,5,22,421421
14,12,5,23,422106
14,13,6,0,422693
14,13,6,1,423148
14,13,6,2,423432
14,13,6,3,423580
14,13,6,4,423674
14,13,6,5,423735
14,13,6,6,423789
14,13,6,7,423868
14,13,6,8,423967
14,13,6,9,424085
14,13,6,10,424248
14,13,6,11,424426
14,13,6,12,424627
14,13,6,13,424851
14,13,6,14,425128
14,13,6,15,425407
14,13,6,16,425718
14,13,6,17,426078
14,13,6,18,426411
14,13,6,19,426710
14,13,6,20,426962
14,13,6,21,427183
14,13,6,22,427432
14,13,6,23,427602
14,14,0,0,427693
14,14,0,1,427742
14,14,0,2,427764
14,14,0,3,427783
14,14,0,4,427840
14,14,0,5,427942
14,14,0,6,428102
14,14,0,7,428383
14,14,0,8,428765
14,14,0,9,429070
14,14,0,10,429255
14,14,0,11,429432
14,14,0,12,429600
14,14,0,13,429808
14,14,0,14,430027
14,14,0,15,430324
14,14,0,16,430695
14,14,0,17,431116
14,14,0,18,431491
14,14,0,19,431777
14,14,0,20,432051
14,14,0,21,432348
14,14,0,22,432611
14,14,0,23,432811
14,15,1,0,432921
14,15,1,1,432987
14,15,1,2,433018
14,15,1,3,433044
14,15,1,4,433083
14,15,1,5,433138
14,15,1,6,433252
14,15,1,7,433500
14,15,1,8,433922
14,15,1,9,434291
14,15,1,10,434569
14,15,1,11,434859
14,15,1,12,435159
14,15,1,13,435434
14,15,1,14,435757
14,15,1,15,436110
14,15,1,16,436516
14,15,1,17,437131
14,15,1,18,437837
14,15,1,19,438561
